Address,Lat,Lon,Comparative,STR,,,,
300 Palm Ave Miami Beach Florida 33139 USA,25.781694,-80.1673713,FALSE,TRUE,,,,
3301 32ND AVE S ST PETERSBURG Florida 33712 USA,27.73943551,-82.67816228,FALSE,TRUE,,,,
728 Nokomis Ave S Venice Florida 34285 USA,27.088266,-82.44562829,FALSE,TRUE,,,,
14363 NE 114th Ave Road Fort McCoy Florida 32134 USA,29.35872374,-81.96877693,FALSE,TRUE,,,,
7578 Regency Lake Dr Boca Raton Florida 33433 USA,26.3326254,-80.1617805,FALSE,TRUE,,,,
2581 Nw 123rd Terrace Pompano Beach Florida 33065 USA,26.2634274,-80.2899857,FALSE,TRUE,,,,
5117 Pelican Cove Dr Boynton Beach Florida 33437 USA,26.4995247,-80.1253526,FALSE,TRUE,,,,
4513 W Culbreath Ave Tampa Florida 33609 USA,27.93447554,-82.52047785,FALSE,TRUE,,,,
10220 Via Hibiscus Boca Raton Florida 33428 USA,26.3656595,-80.2068299,FALSE,TRUE,,,,
12527 NW 18th Mnr Pembroke Pines Florida 33028 USA,26.02457341,-80.31734251,FALSE,TRUE,,,,
10765 56th St N Pinellas Park Florida 33782 USA,27.86947321,-82.71054485,FALSE,TRUE,,,,
16032 Lomond Hills Trl #166 Delray Beach Florida 33446 USA,26.4383759,-80.1657263,FALSE,TRUE,,,,
27 River Drive Tequesta Florida 33469 USA,26.95616456,-80.11082813,FALSE,TRUE,,,,
16539 White Orchid Ln Delray Beach Florida 33446 USA,26.4303346,-80.1475846,FALSE,TRUE,,,,
7012 Beechmont Ter Lakewood Ranch Florida 34202 USA,27.3910242,-82.40803578,FALSE,TRUE,,,,
8897 Sydney Harbor Cir Delray Beach Florida 33446 USA,26.4244453,-80.185523,FALSE,TRUE,,,,
144 Arena Lake Dr Palm Coast Florida 32137 USA,29.49821209,-81.1855222,FALSE,TRUE,,,,
9604 Savona Winds Dr Delray Beach Florida 33446 USA,26.4438065,-80.1969987,FALSE,TRUE,,,,
11508 Westwood Blvd Apt 315 Orlando Florida 32821 USA,28.3962628,-81.4734504,FALSE,TRUE,,,,
4551 Samoset Dr Sarasota Florida 34241 USA,27.28969619,-82.40579802,FALSE,TRUE,,,,
 607 SW 27th St Gainesville Florida 32607 USA,29.64664391,-82.36307407,FALSE,TRUE,,,,
8639 Genova Ct Naples Florida 34114 USA,26.079531,-81.6806693,FALSE,TRUE,,,,
108 Dottie Ave Daytona Beach Florida 32118 USA,29.1549628,-80.9732659,FALSE,TRUE,,,,
5750 SW Smith Ave Arcadia Florida 34266 USA,27.1403747,-81.8677344,FALSE,TRUE,,,,
8975 Alexandra Cir Wellington Florida 33414 USA,26.6477222,-80.18533884,FALSE,TRUE,,,,
4524 SE 14th Place Cape Coral Florida 33904 USA,26.56826194,-81.94633021,FALSE,TRUE,,,,
 1336 MARDRAKE RD Daytona Beach Florida 32114 USA,29.1809219,-81.0242787,FALSE,TRUE,,,,
775 Hiawatha Farms Rd Monticello Florida 32344 USA,30.5104692,-84.0144699,FALSE,TRUE,,,,
609 New York Ave Lynn Haven Florida 32444 USA,30.2489331,-85.65073855,FALSE,TRUE,,,,
6206 Old Bethel Road Crestview Florida 32536 USA,30.79485578,-86.56291859,FALSE,TRUE,,,,
612 NW Kilpatrick Ave Port Saint Lucie Florida 34983 USA,27.322996,-80.3661582,FALSE,TRUE,,,,
898 Hibiscus St Boca Raton Florida 33486 USA,26.352785,-80.104234,FALSE,TRUE,,,,
13857 SW 155th Ct Miami Florida 33196 USA,25.6374311,-80.44559767,FALSE,TRUE,,,,
12554 Blazing Star Dr Tampa Florida 33626 USA,28.0770788,-82.6361936,FALSE,TRUE,,,,
2923 N Asciano Ct New Smyrna Beach Florida 32168 USA,29.0193036,-81.0175564,FALSE,TRUE,,,,
3730 Sw 145th Terrace Hollywood Florida 33027 USA,25.9739751,-80.3406356,FALSE,TRUE,,,,
9555 Sw 171st Pl Miami Florida 33196 USA,25.67659068,-80.47190742,FALSE,TRUE,,,,
7403 Sweet Alyssum Punta Gorda Florida 33955 USA,26.87022121,-82.00934988,FALSE,TRUE,,,,
9439 Piacere Way Naples Florida 34113 USA,26.089554,-81.7430449,FALSE,TRUE,,,,
6705 Cobia Cir Boynton Beach Florida 33437 USA,26.5382528,-80.1533859,FALSE,TRUE,,,,
4811 Blue Heron Cir North Port Florida 34287 USA,27.06028159,-82.22458203,FALSE,TRUE,,,,
692 Bayway Blvd Clearwater Beach Florida 33767 USA,27.9674654,-82.8238687,FALSE,TRUE,,,,
8106 Spring Marsh Dr Bradenton Florida 34201 USA,27.3993311,-82.456948,FALSE,TRUE,,,,
5256 Pineshadow Ln North Port Florida 34287 USA,27.0606193,-82.2166852,FALSE,TRUE,,,,
1704 Billie Lynn Pt Sanford Florida 32773 USA,28.73397899,-81.28273334,FALSE,TRUE,,,,
7437 Sw Albritton St Arcadia Florida 34266 USA,27.1909047,-81.9675405,FALSE,TRUE,,,,
21460 SW 88TH PLACE RD Dunnellon Florida 34431 USA,29.0931371,-82.4768562,FALSE,TRUE,,,,
764 Sw Tamarrow Pl Stuart Florida 34997 USA,27.0943368,-80.2655196,FALSE,TRUE,,,,
2733 NE 1ST PL Cape Coral Florida 33909 USA,26.70271972,-81.97059484,FALSE,TRUE,,,,
1491 W Bexley Park Dr Delray Beach Florida 33445 USA,26.48007,-80.1183283,FALSE,TRUE,,,,
574 Aeolian Dr New Smyrna Beach Florida 32168 USA,29.0288679,-80.9838061,FALSE,TRUE,,,,
728 Cypress Ave Venice Florida 34285 USA,27.09875761,-82.43290931,FALSE,TRUE,,,,
 935 NE 14TH AVE Ocala Florida 34470 USA,29.19618287,-82.11989474,FALSE,TRUE,,,,
2736 Whispering Trails Dr Winter Haven Florida 33884 USA,28.01666075,-81.65862717,FALSE,TRUE,,,,
12696 Via Ravenna Boynton Beach Florida 33436 USA,26.4881651,-80.1279607,FALSE,TRUE,,,,
447 Garberia Dr Davenport Florida 33837 USA,28.1629479,-81.6477836,FALSE,TRUE,,,,
72 Grande Fairway Englewood Florida 34223 USA,26.9942465,-82.3653256,FALSE,TRUE,,,,
14743 1St Ave E Bradenton Florida 34212 USA,27.4979101,-82.3936456,FALSE,TRUE,,,,
2523 Dick Wilson Dr Sarasota Florida 34240 USA,27.31560047,-82.40652766,FALSE,TRUE,,,,
2002 Ne 4Th Ter Cape Coral Florida 33909 USA,26.66036702,-81.93188402,FALSE,TRUE,,,,
1015 SW 21st ST Fort Lauderdale Florida 33315 USA,26.09545108,-80.15520164,FALSE,TRUE,,,,
5413 Tropical Woods Ct Port Richey Florida 34668 USA,28.28482498,-82.72445492,FALSE,TRUE,,,,
662 Cabernet Pl Saint Augustine Florida 32084 USA,29.9239281,-81.406078,FALSE,TRUE,,,,
4021 Lobelia St North Port Florida 34286 USA,27.09190917,-82.19221274,FALSE,TRUE,,,,
118 Via Rosina Jupiter Florida 33458 USA,26.91563849,-80.10938073,FALSE,TRUE,,,,
3760 8Th Pl Vero Beach Florida 32960 USA,27.6173432,-80.424878,FALSE,TRUE,,,,
762 Ne Galilean St Port Saint Lucie Florida 34983 USA,27.335592,-80.34951936,FALSE,TRUE,,,,
2773 BADGER LN North Port Florida 34286 USA,27.04056853,-82.1909047,FALSE,TRUE,,,,
417 Se 21st Terrace Cape Coral Florida 33990 USA,26.613135,-81.96599399,FALSE,TRUE,,,,
1014 SW 21st St Fort Lauderdale Florida 33315 USA,26.09528708,-80.15520093,FALSE,TRUE,,,,
2017 sw 10th Ave Fort Lauderdale Florida 33315 USA,26.09604592,-80.15505044,FALSE,TRUE,,,,
1189 TUMBLEWEED RUN Tallahassee Florida 32311 USA,30.43171304,-84.20881597,FALSE,TRUE,,,,
289 Walkers Point Dr Auburndale Florida 33823 USA,28.131731,-81.793949,FALSE,TRUE,,,,
777 Old Compass Rd Longboat Key Florida 34228 USA,27.42114235,-82.66128799,FALSE,TRUE,,,,
1988 VAN BUREN LOOP Auburndale Florida 33823 USA,28.10327992,-81.77427781,FALSE,TRUE,,,,
2849 Moonstone Bnd Kissimmee Florida 34758 USA,28.2165412,-81.4762223,FALSE,TRUE,,,,
1034 Southgate Dr Starke Florida 32091 USA,29.93255941,-82.1001745,FALSE,TRUE,,,,
11313 Sw 250th Terrace Princeton Florida 33032 USA,25.5348197,-80.3832847,FALSE,TRUE,,,,
10816 Trophy Dr Englewood Florida 34223 USA,26.9906057,-82.3623167,FALSE,TRUE,,,,
624 Ne 193rd St Miami Florida 33179 USA,25.95333065,-80.18824001,FALSE,TRUE,,,,
4617 W Sylvan Ramble St Tampa Florida 33609 USA,27.93685002,-82.52225807,FALSE,TRUE,,,,
12348 Lakeridge Falls Dr Boynton Beach Florida 33437 USA,26.4934086,-80.1609371,FALSE,TRUE,,,,
5244 97th St E Bradenton Florida 34211 USA,27.4453597,-82.4445267,FALSE,TRUE,,,,
10784 Emilia Isles Terrace Boynton Beach Florida 33473 USA,26.5159678,-80.1760001,FALSE,TRUE,,,,
5820 Silver Sands Cir Keystone Heights Florida 32656 USA,29.7984568,-81.9789151,FALSE,TRUE,,,,
7598 CLAYTON RD Ona Florida 33865 USA,27.3633167,-81.9879455,FALSE,TRUE,,,,
9500 W Bay Harbor Dr #4A Miami Beach Florida 33154 USA,25.885578,-80.1334902,FALSE,TRUE,,,,
4455 Cherry Branch Ct Kissimmee Florida 34758 USA,28.1549731,-81.4675052,FALSE,TRUE,,,,
762 AVENUE N SE Winter Haven Florida 33880 USA,28.008483,-81.71522858,FALSE,TRUE,,,,
25181 ZODIAC LN Punta Gorda Florida 33983 USA,27.0131076,-82.03569,FALSE,TRUE,,,,
30 TROPICANA DR Punta Gorda Florida 33950 USA,26.92493928,-82.08310483,FALSE,TRUE,,,,
15547 Canabria Ln Delray Beach Florida 33446 USA,26.4456946,-80.1581615,FALSE,TRUE,,,,
1649 EL PRADO RD APT 2 Jacksonville Florida 32216 USA,30.2918338,-81.5808892,FALSE,TRUE,,,,
2738 Auburn Blvd Port Charlotte Florida 33948 USA,26.99036113,-82.14262783,FALSE,TRUE,,,,
23 Shore Bridge Circle Rosemary Beach Florida 32461 USA,30.2998248,-86.062421,FALSE,TRUE,,,,
15481 Old Wedgewood Ct Fort Myers Florida 33908 USA,26.5149016,-81.8702535,FALSE,TRUE,,,,
10140 Oceanspray Blvd Englewood Florida 34224 USA,26.9237158,-82.2841863,FALSE,TRUE,,,,
1018 Sw 158th Way Unit # 3-1 Hollywood Florida 33027 USA,26.001397,-80.3575489,FALSE,TRUE,,,,
13156 SW 7th Ave Newberry Florida 32669 USA,29.6467675,-82.482112,FALSE,TRUE,,,,
1411 Tampa Rd Palm Harbor Florida 34683 USA,28.068146,-82.761634,FALSE,TRUE,,,,
1025 99th St Miami Beach Florida 33154 USA,25.8898324,-80.1309119,FALSE,TRUE,,,,
122 5th St Unit A Fort Myers Florida 33907  USA,26.5776703,-81.8579931,FALSE,TRUE,,,,
17443 Rosella Rd Boca Raton Florida 33496 USA,26.4172624,-80.193808,FALSE,TRUE,,,,
28 Medalist Pl Rotonda West Florida 33947 USA,26.8875071,-82.2562454,FALSE,TRUE,,,,
1647 Tamarind Rd Davenport Florida 33896 USA,28.2264033,-81.5445106,FALSE,TRUE,,,,
11624 Via Lucerna Cir Windermere Florida 34786 USA,28.5281034,81.5519648,FALSE,TRUE,,,,
2347 Richwood Pike Dr Ruskin Florida 33570 USA,27.7286293,-82.40329055,FALSE,TRUE,,,,
3307Clarcona Rd Apopka Florida 32703 USA,28.6331302,-81.4984416,FALSE,TRUE,,,,
68 Tee View Road Rotonda West Florida 33947 USA,26.8771876,-82.2650768,FALSE,TRUE,,,,
666 Boundary Blvd Rotonda West Florida 33947 USA,26.9117557,-82.2599395,FALSE,TRUE,,,,
13476 Sw 291st Ln Homestead Florida 33033 USA,25.4961588,-80.4094966,FALSE,TRUE,,,,
9537 Dovetree Isle Drive Boynton Beach Florida 33473 USA,26.5170845,-80.2013805,FALSE,TRUE,,,,
5277 Sancerre Cir Lake Worth Florida 33463 USA,26.572574,-80.1223794,FALSE,TRUE,,,,
307 Clarcona Rd Apopka Florida 32703 USA,28.6509024,-81.5071213,FALSE,TRUE,,,,
3307 Clarcona Rd Apopka Florida 32703 USA,28.6334316,-81.497759,FALSE,TRUE,,,,
15743 Johns Lake Rd Clermont Florida 34711 USA,28.5254578,-81.6939135,FALSE,TRUE,,,,
524 Nw 25th Terrace Cape Coral Florida 33993 USA,26.70051925,-81.98503356,FALSE,TRUE,,,,
3307 Clarcona rd  Apopka Florida 32703 USA,28.6334316,-81.497759,FALSE,TRUE,,,,
14424 SW 20th ST Miami Florida 33175 USA,25.74833355,-80.42906981,FALSE,TRUE,,,,
315 Fremantle Way Redington Shores Florida 33708 USA,27.82687533,-82.82657453,FALSE,TRUE,,,,
3307 Clarcona rd  Apopka Florida 32703 USA,28.6334316,-81.497759,FALSE,TRUE,,,,
198 Sportman Rd  Rotonda West Florida 33947 USA,26.9033179,-82.2632868,FALSE,TRUE,,,,
1034 Ivey Lake Drive Orange City Florida 32763 USA,28.9373585,-81.2743637,FALSE,TRUE,,,,
1454 Blue Horizon Dr Clermont Florida 34714 USA,28.3683914,-81.6761434,FALSE,TRUE,,,,
7061 Dubonnet Dr. Boca Raton Florida 33433 USA,26.3606333,-80.1551321,FALSE,TRUE,,,,
15093 Alsask Cir Port Charlotte Florida 33981 USA,26.8991635,-82.2035109,FALSE,TRUE,,,,
8493 Breezy Hill Dr Boynton Beach Florida 33473 USA,26.5054833,-80.1790078,FALSE,TRUE,,,,
5237 Palazzo pl Boynton Beach Florida 33437 USA,26.4957367,-80.1297302,FALSE,TRUE,,,,
 13601 Canola ct Estero Florida 33928 USA,26.444155,-81.729683,FALSE,TRUE,,,,
9500 W Bay Harbor Dr #4A Miami Beach Florida 33154 ,25.885578,-80.1334902,FALSE,TRUE,,,,
5750 Marimin Dr Bonita Springs Florida 34135 USA,26.33839036,-81.84778569,FALSE,TRUE,,,,
9866 Callan Ct Boynton Beach Florida 33472 USA,26.554271,-80.2032384,FALSE,TRUE,,,,
1040 E Verona Trace Dr Vero Beach Florida 32966 USA,27.6219076,-80.5312243,FALSE,TRUE,,,,
2981 8th Ave Se Naples Florida 34117 USA,26.2165257,-81.5469144,FALSE,TRUE,,,,
4962 SW 35th Ter Fort Lauderdale Florida 33312 USA,26.1196962,-80.1947894,FALSE,TRUE,,,,
 6916 67th Terrace E Bradenton Florida 34203 USA,27.4207202,-82.4700632,FALSE,TRUE,,,,
6619 Coopers Hawk Ct Bradenton Florida 34202 USA,27.4218472,-82.4039936,FALSE,TRUE,,,,
